run_label,run_kind,dataset,task_id,agent,status,task_run_succeeded,baseline_task_run_succeeded,baseline_matched,skill_injected,skills_visible_post,skill_files_created,native_skill_tool_calls,slash_skill_call_evidence,skill_call_events,regular_tool_calls,total_tool_calls,skill_call_rate,recursive_loops_detected,loop_suspected,timed_out,runtime_failure_detected,api_calls,duration_seconds,metrics_file,output_file
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1145,opencode,completed,False,,False,True,False,True,3,0,3,40,43,0.06976744186046512,1,True,True,True,1,300.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_opencode_5f6004565059_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_opencode_5f6004565059_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1145,kilo_code,completed,False,,False,False,False,False,0,0,0,3,3,0.0,0,True,True,True,1,301.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_kilo_code_913b828f25a2_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_kilo_code_913b828f25a2_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1145,claude_code,completed,False,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,1,300.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_claude_code_f01c4304ced7_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_claude_code_f01c4304ced7_claude_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-12675,opencode,completed,True,,False,False,False,True,2,0,2,41,43,0.046511627906976744,1,True,False,False,1,249.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_opencode_191a99b29ee7_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_opencode_191a99b29ee7_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-12675,kilo_code,completed,True,,False,False,False,False,0,0,0,28,28,0.0,0,True,False,False,1,262.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_kilo_code_1973dacddd7c_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_kilo_code_1973dacddd7c_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-12675,claude_code,completed,False,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,1,300.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_claude_code_2f9aa9107007_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_claude_code_2f9aa9107007_claude_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1369,opencode,completed,True,,False,False,False,True,2,0,2,17,19,0.10526315789473684,1,True,False,False,1,109.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1369_opencode_61814a43e92b_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1369_opencode_61814a43e92b_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1369,kilo_code,completed,False,,False,False,False,False,0,0,0,35,35,0.0,0,True,True,True,1,301.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1369_kilo_code_a33c647ba123_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1369_kilo_code_a33c647ba123_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1369,claude_code,completed,False,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,1,300.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1369_claude_code_5b4439067ee0_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1369_claude_code_5b4439067ee0_claude_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1403,opencode,completed,False,,False,True,False,False,2,0,2,38,40,0.05,2,True,True,True,1,300.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1403_opencode_e013b16e8885_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1403_opencode_e013b16e8885_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1403,kilo_code,completed,False,,False,False,False,False,0,0,0,37,37,0.0,0,True,True,True,1,301.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1403_kilo_code_253324de39f5_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1403_kilo_code_253324de39f5_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1403,claude_code,completed,True,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,1,55.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1403_claude_code_b0e84445040c_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1403_claude_code_b0e84445040c_claude_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-14459,opencode,completed,True,,False,False,False,True,2,0,2,40,42,0.047619047619047616,1,True,False,False,1,223.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-14459_opencode_b1dff0209c74_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-14459_opencode_b1dff0209c74_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-14459,kilo_code,completed,True,,False,False,False,False,0,0,0,44,44,0.0,0,True,False,False,1,227.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-14459_kilo_code_6eccdf4fb6e9_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-14459_kilo_code_6eccdf4fb6e9_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-14459,claude_code,completed,False,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,1,10.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-14459_claude_code_d9539693f03a_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-14459_claude_code_d9539693f03a_claude_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-14649,opencode,completed,False,,False,True,False,False,2,0,2,32,34,0.058823529411764705,1,True,True,True,1,300.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-14649_opencode_0262a2361c82_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-14649_opencode_0262a2361c82_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-14649,kilo_code,completed,False,,False,False,False,False,0,0,0,56,56,0.0,0,True,True,True,1,301.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-14649_kilo_code_738deb445c06_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-14649_kilo_code_738deb445c06_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-14649,claude_code,completed,False,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,1,12.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-14649_claude_code_97897d68f415_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-14649_claude_code_97897d68f415_claude_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1559,opencode,completed,False,,False,False,False,False,1,0,1,3,4,0.25,0,True,True,True,1,300.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1559_opencode_cb4d7967d5d7_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1559_opencode_cb4d7967d5d7_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1559,kilo_code,completed,False,,False,False,False,False,0,0,0,37,37,0.0,0,True,True,True,1,301.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1559_kilo_code_13c301b59924_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1559_kilo_code_13c301b59924_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1559,claude_code,missing,False,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,0,0.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1559_claude_code_628d37779b40_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1559_claude_code_628d37779b40_claude_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1570,opencode,completed,False,,False,False,False,True,1,0,1,6,7,0.14285714285714285,0,True,True,True,1,300.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1570_opencode_5431e95564df_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1570_opencode_5431e95564df_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1570,kilo_code,completed,False,,False,False,False,False,0,0,0,34,34,0.0,0,True,True,True,1,301.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1570_kilo_code_ff38fdf1ed40_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1570_kilo_code_ff38fdf1ed40_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1570,claude_code,missing,False,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,0,0.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1570_claude_code_41337980682e_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1570_claude_code_41337980682e_claude_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1583,opencode,completed,True,,False,False,False,False,1,0,1,25,26,0.038461538461538464,0,True,False,False,1,153.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1583_opencode_5f55d0ba7695_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1583_opencode_5f55d0ba7695_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1583,kilo_code,completed,True,,False,False,False,False,0,0,0,54,54,0.0,0,True,False,False,1,296.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1583_kilo_code_897bd034c8c9_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1583_kilo_code_897bd034c8c9_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1583,claude_code,missing,False,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,0,0.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1583_claude_code_a3e202a45140_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1583_claude_code_a3e202a45140_claude_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1620,opencode,completed,True,,False,False,False,True,1,0,1,33,34,0.029411764705882353,0,True,False,False,1,215.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1620_opencode_e8d5823c3e46_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1620_opencode_e8d5823c3e46_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1620,kilo_code,completed,True,,False,False,False,False,0,0,0,12,12,0.0,0,True,False,False,1,138.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1620_kilo_code_2b5b72a30b0a_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1620_kilo_code_2b5b72a30b0a_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1620,claude_code,missing,False,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,0,0.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1620_claude_code_63c8022685f5_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1620_claude_code_63c8022685f5_claude_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1633,opencode,completed,False,,False,True,False,False,3,0,3,45,48,0.0625,1,True,True,True,1,300.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1633_opencode_5f70ba6ea376_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1633_opencode_5f70ba6ea376_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1633,kilo_code,completed,False,,False,False,False,False,0,0,0,24,24,0.0,0,True,True,True,1,301.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1633_kilo_code_e52872258d06_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1633_kilo_code_e52872258d06_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1633,claude_code,missing,False,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,0,0.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1633_claude_code_3e81653519bd_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1633_claude_code_3e81653519bd_claude_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1731,opencode,completed,True,,False,True,False,True,2,0,2,25,27,0.07407407407407407,1,True,False,False,1,177.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1731_opencode_e5078ae8deb4_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1731_opencode_e5078ae8deb4_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1731,kilo_code,completed,False,,False,False,False,False,0,0,0,50,50,0.0,0,True,True,True,1,301.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1731_kilo_code_d7d65c72c321_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1731_kilo_code_d7d65c72c321_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1731,claude_code,missing,False,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,0,0.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1731_claude_code_7b31ae42d06f_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1731_claude_code_7b31ae42d06f_claude_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1959,opencode,completed,False,,False,False,False,True,0,0,0,2,2,0.0,0,True,True,True,1,300.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1959_opencode_b07878f500fc_opencode_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1959_opencode_b07878f500fc_opencode_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1959,kilo_code,completed,False,,False,False,False,False,0,0,0,34,34,0.0,0,True,True,True,1,301.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1959_kilo_code_ca46074877ea_kilo_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1959_kilo_code_ca46074877ea_kilo_code_output.txt
qwen36plus_baseline_no_injection_20260427_swebench_openrouter_qwen_qwen3.6-plus,baseline,swebench,DataDog__integrations-core-1959,claude_code,missing,False,,False,False,False,False,0,0,0,0,0,0.0,0,False,False,False,0,0.0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1959_claude_code_df3d83ac01ae_claude_code_metrics.json,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/qwen36plus_baseline_no_injection_20260427/swebench/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1959_claude_code_df3d83ac01ae_claude_code_output.txt
